N,P,K,temperature,humidity,ph,rainfall,label
54.8,48.44,47.59,29.24,91.67,6.58,155.68,papaya
40.16,59.73,55.59,26.52,92.14,6.43,129.2,papaya
58.12,62.0,50.19,38.17,95.68,6.96,117.57,papaya
39.8,54.96,47.63,35.87,91.02,6.74,189.0,papaya
51.62,51.59,52.94,23.64,92.09,6.74,145.84,papaya
54.08,61.32,49.91,31.57,91.99,6.67,186.35,papaya
46.84,62.79,50.05,30.76,93.27,6.66,178.5,papaya
54.36,53.77,51.32,36.37,93.95,6.87,170.79,papaya
42.63,72.8,46.49,38.48,93.04,6.6,138.47,papaya
51.81,65.66,48.22,32.12,89.58,6.97,88.8,papaya
55.36,56.87,49.75,37.75,94.59,6.78,179.39,papaya
55.38,63.86,48.84,39.15,93.89,6.89,110.34,papaya
51.03,59.0,46.57,41.87,92.48,6.79,114.71,papaya
40.89,53.72,50.55,37.04,92.7,6.79,127.31,papaya
56.84,66.77,51.76,37.75,92.87,6.56,90.16,papaya
56.48,57.43,51.1,42.3,93.41,6.91,149.97,papaya
45.44,57.14,47.99,41.68,93.49,6.82,209.89,papaya
34.82,61.18,46.72,33.46,92.11,6.83,156.98,papaya
64.27,53.74,51.77,34.35,90.46,6.64,137.13,papaya
62.23,60.4,47.08,32.76,95.02,6.76,127.82,papaya
56.8,62.27,48.86,36.14,92.09,6.84,153.91,papaya
56.72,52.76,47.95,38.46,92.4,6.79,128.91,papaya
60.36,53.7,49.66,37.63,93.97,6.68,247.88,papaya
55.24,50.98,50.92,31.49,93.04,6.74,148.9,papaya
44.52,63.69,47.11,27.68,92.96,6.95,126.49,papaya
58.63,64.21,52.04,31.87,91.14,6.47,131.2,papaya
62.81,50.47,51.75,28.51,92.63,6.84,110.38,papaya
53.99,54.91,51.76,34.74,92.57,6.94,179.77,papaya
46.46,56.96,49.81,33.92,95.66,6.8,38.12,papaya
47.75,45.42,49.18,23.07,91.41,6.56,165.17,papaya
52.5,59.39,49.74,26.18,93.14,6.99,166.48,papaya
48.77,48.57,47.73,35.88,93.84,6.78,186.99,papaya
58.69,60.67,48.35,34.41,91.44,6.75,162.37,papaya
67.19,49.31,51.2,41.28,93.45,6.85,175.85,papaya
63.86,50.7,46.54,33.47,89.8,6.9,209.09,papaya
48.71,55.18,49.82,33.77,92.66,6.82,135.94,papaya
60.75,60.29,48.48,40.51,90.8,6.74,195.76,papaya
46.17,59.43,51.36,28.98,92.41,6.73,116.03,papaya
72.64,52.73,52.51,31.44,91.14,6.76,179.08,papaya
60.55,67.26,57.36,34.82,91.67,6.81,131.02,papaya
60.6,49.39,55.92,37.99,90.39,6.66,187.84,papaya
62.79,49.55,51.78,23.28,92.39,6.89,116.05,papaya
39.31,58.41,48.49,36.81,91.39,6.65,38.9,papaya
53.99,56.49,47.03,34.52,93.78,6.72,159.08,papaya
54.89,49.97,55.14,31.03,93.32,6.85,137.67,papaya
57.81,59.04,46.46,31.76,91.73,6.69,76.54,papaya
62.36,67.51,52.45,40.17,92.07,6.67,104.12,papaya
58.14,58.92,49.81,40.3,93.01,6.65,109.25,papaya
58.47,64.01,51.38,43.46,94.54,6.81,100.97,papaya
41.04,55.08,51.88,43.09,93.02,6.9,132.12,papaya
57.95,62.65,45.05,31.33,93.69,6.78,82.18,papaya
31.24,55.21,49.82,28.86,92.68,6.81,180.21,papaya
31.89,49.29,49.24,36.5,93.11,6.81,124.87,papaya
49.63,52.95,51.92,28.67,93.56,6.78,142.64,papaya
46.75,49.03,48.38,31.77,89.54,6.73,193.53,papaya
57.46,54.4,50.12,30.58,92.69,6.94,195.85,papaya
57.06,54.42,51.87,24.64,92.18,6.82,183.87,papaya
58.36,59.34,49.51,36.32,91.31,6.64,148.24,papaya
54.02,46.09,51.14,37.56,92.4,7.05,109.15,papaya
49.34,55.03,49.81,31.77,90.74,6.68,139.87,papaya
63.25,71.26,53.34,29.43,91.63,6.73,238.69,papaya
51.05,49.2,48.75,37.47,93.36,6.72,180.88,papaya
32.61,58.15,52.15,29.13,91.45,6.52,228.47,papaya
46.2,59.01,51.51,41.44,92.31,6.68,154.09,papaya
63.74,56.44,47.61,25.41,90.97,6.86,128.17,papaya
47.18,53.03,50.21,32.24,92.16,6.92,225.75,papaya
38.41,59.55,48.06,32.2,92.89,6.72,157.1,papaya
58.39,59.34,48.38,30.2,90.7,6.64,248.01,papaya
45.57,50.04,50.8,32.92,92.26,6.93,173.83,papaya
47.86,54.85,48.74,38.09,92.11,6.53,142.46,papaya
39.05,71.15,47.59,32.65,92.82,6.71,129.77,papaya
56.19,67.04,51.92,41.26,91.19,6.79,153.15,papaya
55.57,66.1,49.45,31.37,93.17,6.53,132.57,papaya
51.33,51.75,52.64,27.92,92.33,6.79,216.06,papaya
52.41,63.35,51.75,34.15,91.14,6.57,150.59,papaya
47.75,63.25,51.86,32.53,91.05,6.81,91.56,papaya
45.86,51.38,49.65,39.64,92.49,6.69,64.91,papaya
57.33,52.62,50.29,31.64,93.55,6.73,141.91,papaya
56.75,70.67,52.22,33.03,92.5,6.68,95.13,papaya
47.66,52.67,51.63,27.88,94.17,6.84,146.08,papaya
52.5,54.02,50.68,39.21,91.62,6.56,181.92,papaya
55.34,50.5,48.17,28.99,91.59,6.71,131.01,papaya
46.81,52.76,49.43,34.38,92.1,6.89,171.67,papaya
38.58,60.77,51.51,31.22,90.63,6.75,144.6,papaya
42.69,48.43,49.78,32.28,91.98,6.74,87.1,papaya
48.7,60.83,49.13,24.72,91.91,6.62,159.02,papaya
55.29,47.13,51.9,27.66,94.45,6.74,79.56,papaya
42.51,59.68,49.02,32.99,94.52,6.66,148.15,papaya
64.92,59.19,45.98,36.15,91.05,6.93,101.8,papaya
78.48,66.67,48.01,33.61,93.44,6.85,168.22,papaya
35.33,16.73,29.08,26.24,96.43,6.09,184.42,coconut
32.47,5.0,30.78,26.66,98.25,5.62,214.48,coconut
27.97,20.56,34.19,26.92,95.4,6.06,166.02,coconut
27.32,13.03,29.89,24.75,95.47,5.97,169.52,coconut
28.87,8.54,34.82,26.42,94.17,5.76,178.07,coconut
36.17,23.97,32.14,26.91,93.69,5.64,172.73,coconut
26.03,24.05,30.77,27.71,97.19,5.89,134.87,coconut
36.16,26.0,26.58,27.63,95.36,6.04,215.85,coconut
35.9,21.57,31.18,26.96,93.6,5.99,156.07,coconut
25.42,15.21,28.41,26.6,93.77,6.13,138.97,coconut
26.79,18.32,29.22,26.37,90.93,6.09,192.88,coconut
30.58,23.99,30.5,26.86,94.85,6.17,140.04,coconut
21.92,27.42,23.85,26.39,97.14,5.98,167.88,coconut
28.31,15.29,30.08,25.99,96.99,6.36,174.33,coconut
18.83,14.23,29.54,26.88,92.23,5.81,189.63,coconut
33.37,13.62,26.67,28.96,96.26,5.93,198.14,coconut
26.72,22.92,30.4,26.57,94.24,5.64,223.53,coconut
21.62,9.0,29.47,25.78,94.38,6.17,201.14,coconut
32.59,15.59,30.12,26.81,90.54,6.14,142.89,coconut
40.25,14.97,29.54,25.92,93.08,6.57,199.83,coconut
17.82,26.9,32.98,26.29,95.19,6.0,224.35,coconut
22.52,18.41,28.93,25.43,99.43,5.7,182.73,coconut
16.62,15.01,31.05,25.88,95.82,5.93,205.05,coconut
36.01,13.83,30.19,26.64,95.89,6.0,182.02,coconut
25.98,18.22,33.24,26.98,96.08,6.18,173.85,coconut
29.49,10.72,33.17,24.41,94.3,6.29,145.11,coconut
30.0,13.25,29.08,27.21,94.95,5.49,154.31,coconut
33.6,20.31,34.37,27.76,93.73,6.63,178.08,coconut
21.48,13.54,24.36,27.71,98.09,5.75,172.09,coconut
28.1,11.5,25.61,26.34,93.78,5.9,182.79,coconut
36.43,15.61,30.43,27.05,95.75,5.85,179.79,coconut
30.92,10.45,33.16,27.57,92.87,6.05,192.75,coconut
24.09,20.51,30.41,25.4,95.53,5.72,199.81,coconut
23.3,16.49,33.43,26.87,92.07,5.75,163.27,coconut
29.97,19.74,27.89,25.62,95.13,5.95,228.73,coconut
27.73,28.84,27.07,25.32,91.98,6.3,219.21,coconut
22.61,14.62,27.08,25.14,96.12,6.06,177.75,coconut
18.75,27.75,28.74,26.9,91.23,5.95,184.42,coconut
29.54,18.47,31.24,25.65,94.94,6.03,183.0,coconut
27.95,9.54,26.71,24.84,96.34,6.21,197.53,coconut
29.42,5.0,27.43,26.63,94.8,5.94,186.26,coconut
27.57,18.25,28.4,27.24,93.53,5.67,159.19,coconut
25.32,23.71,29.89,26.36,91.69,6.2,162.02,coconut
26.87,26.75,31.27,25.28,90.52,5.98,148.7,coconut
31.55,17.76,30.41,25.97,98.42,6.71,170.88,coconut
29.71,18.11,29.35,25.88,92.06,5.72,187.12,coconut
24.25,5.0,31.11,26.47,97.53,6.09,142.38,coconut
13.56,13.0,28.44,27.21,94.48,6.28,146.04,coconut
33.53,22.01,24.95,27.49,94.71,6.1,156.96,coconut
35.47,10.09,32.08,27.12,92.31,6.5,183.0,coconut
31.59,7.96,35.29,25.58,96.81,5.75,162.8,coconut
32.43,23.92,26.82,27.32,96.85,5.77,215.47,coconut
18.39,13.6,31.2,25.86,95.09,6.06,173.06,coconut
32.7,16.07,30.58,27.36,96.28,6.2,150.21,coconut
30.78,12.01,26.8,26.45,92.47,6.2,196.85,coconut
15.61,12.32,26.35,26.15,95.52,5.94,163.49,coconut
35.63,5.0,33.09,26.09,94.32,5.87,214.14,coconut
19.81,17.57,31.32,25.29,92.43,5.96,156.44,coconut
22.4,15.31,31.62,26.24,96.93,5.75,147.77,coconut
39.54,13.39,26.72,25.19,96.92,5.91,171.47,coconut
26.5,23.83,29.55,28.26,94.8,6.27,196.62,coconut
27.27,13.83,30.83,26.88,93.21,6.04,206.86,coconut
40.44,22.84,34.66,26.03,96.08,6.33,156.21,coconut
24.47,28.36,27.56,25.49,97.94,6.3,187.76,coconut
27.21,14.76,30.7,27.68,95.04,6.54,156.17,coconut
27.38,15.17,27.29,26.39,95.44,6.13,229.05,coconut
30.4,24.69,30.17,27.76,99.9,6.13,153.92,coconut
24.07,19.26,31.14,27.02,95.54,6.0,162.39,coconut
30.01,29.09,32.55,26.9,96.82,5.91,165.43,coconut
22.83,16.72,28.94,27.41,93.43,5.8,223.64,coconut
24.68,18.46,31.13,25.65,97.28,6.16,214.51,coconut
23.25,18.12,30.1,26.7,91.23,6.03,143.62,coconut
29.74,5.0,25.37,27.11,93.27,5.75,207.68,coconut
29.55,22.95,29.58,28.51,93.14,6.44,176.04,coconut
17.16,20.52,30.79,25.71,92.43,5.99,185.81,coconut
12.06,24.08,28.76,25.5,96.62,5.99,206.38,coconut
30.24,17.49,29.62,26.86,93.57,5.79,191.99,coconut
26.6,17.71,32.72,26.41,94.53,5.85,187.73,coconut
29.69,23.13,28.55,26.16,96.28,6.06,155.98,coconut
35.67,6.88,31.96,25.55,98.74,5.61,204.87,coconut
26.99,15.21,30.46,26.97,92.47,5.8,192.93,coconut
16.83,13.85,37.6,25.77,97.08,5.85,189.59,coconut
31.59,24.56,29.5,27.99,93.17,6.06,183.33,coconut
20.49,15.71,30.4,26.18,99.99,5.79,205.51,coconut
32.85,17.41,27.84,25.92,93.33,5.55,153.67,coconut
18.23,25.91,31.55,27.09,95.82,6.04,212.19,coconut
23.68,18.17,31.87,25.51,100.0,6.01,180.87,coconut
35.36,23.22,30.1,26.6,91.12,5.86,189.78,coconut
30.27,25.13,29.7,25.46,96.88,6.36,198.83,coconut
26.48,24.03,38.57,26.59,91.55,5.85,192.36,coconut
17.47,18.56,30.95,27.65,97.45,6.22,126.14,coconut
33.26,21.91,30.64,25.2,92.75,5.71,129.64,coconut
27.48,12.51,36.56,26.37,97.41,5.61,164.91,coconut
28.11,11.82,28.94,26.34,93.97,6.46,186.48,coconut
30.5,20.87,31.53,26.44,93.78,6.04,204.97,coconut
34.54,16.0,31.92,26.35,94.58,5.88,173.19,coconut
35.88,18.08,30.34,25.41,93.8,5.94,157.81,coconut
27.64,14.82,30.2,26.59,92.35,5.9,179.34,coconut
34.9,19.1,28.35,26.8,98.34,6.23,190.5,coconut
32.03,26.5,32.69,26.93,96.9,5.73,141.82,coconut
121.57,47.93,18.64,24.83,75.34,6.61,71.36,cotton
103.64,56.84,16.6,23.41,82.27,7.26,66.69,cotton
126.82,49.31,25.83,24.4,79.65,6.43,69.42,cotton
111.74,56.07,20.04,24.57,83.79,5.6,84.59,cotton
120.55,50.22,17.93,23.24,81.22,8.21,82.52,cotton
132.66,46.3,18.5,23.22,78.78,5.77,69.56,cotton
114.4,46.4,20.33,24.36,79.96,6.58,60.27,cotton
114.25,41.42,21.17,24.91,82.35,7.32,74.0,cotton
114.78,42.83,16.23,24.99,79.56,6.21,68.8,cotton
111.33,47.77,22.67,23.65,74.37,6.8,73.83,cotton
117.75,43.58,20.54,24.07,79.94,7.13,71.78,cotton
115.13,56.13,21.4,24.83,83.07,7.19,81.96,cotton
104.21,48.78,19.54,25.68,82.32,6.55,77.8,cotton
121.68,50.34,17.45,24.36,79.43,7.06,69.57,cotton
114.15,54.84,17.37,23.02,79.87,6.48,68.36,cotton
121.05,38.09,17.48,26.05,81.15,6.49,78.14,cotton
125.67,53.72,19.68,24.98,74.9,6.32,76.23,cotton
123.3,41.8,20.65,23.38,79.31,7.46,81.82,cotton
110.03,40.89,18.97,23.97,78.36,7.47,77.61,cotton
124.06,39.58,22.92,21.18,82.09,7.41,71.76,cotton
132.73,47.11,20.16,24.34,87.97,7.64,80.26,cotton
110.87,48.4,17.97,24.82,80.35,6.28,75.61,cotton
111.51,48.45,17.85,24.03,81.88,6.87,72.07,cotton
122.03,51.86,17.23,24.26,83.29,7.22,75.43,cotton
126.4,50.33,21.88,21.98,76.12,7.45,63.71,cotton
124.02,45.3,17.51,24.35,80.5,8.06,70.31,cotton
134.4,49.7,18.35,24.8,81.41,6.92,77.0,cotton
114.03,42.34,21.9,23.78,79.8,7.05,76.99,cotton
105.71,55.54,20.3,23.8,81.08,7.03,80.75,cotton
125.38,51.99,23.38,24.88,79.6,6.28,87.51,cotton
117.62,44.54,15.66,24.34,80.37,6.07,78.4,cotton
115.02,64.31,18.58,23.56,77.81,7.6,72.2,cotton
112.75,51.92,16.55,24.63,84.45,7.21,79.78,cotton
128.7,58.19,23.02,24.44,82.26,6.41,80.82,cotton
109.94,45.21,12.29,24.4,78.39,7.51,77.93,cotton
131.24,40.73,22.6,26.11,81.91,7.33,76.27,cotton
114.75,52.26,16.23,23.58,75.57,6.51,79.82,cotton
125.05,47.82,20.43,22.11,79.07,6.53,70.06,cotton
126.0,42.12,18.49,21.91,79.26,6.3,75.59,cotton
110.49,48.15,19.64,25.67,81.24,5.89,65.51,cotton
120.55,41.69,12.58,25.35,81.8,7.19,70.45,cotton
124.28,43.1,20.51,23.08,83.79,6.04,84.24,cotton
120.39,44.44,20.42,24.73,83.42,7.07,68.32,cotton
120.56,58.85,23.37,24.91,81.99,7.28,83.69,cotton
115.43,39.03,20.17,23.18,77.36,6.5,93.64,cotton
121.36,49.76,16.94,22.16,77.95,7.69,77.51,cotton
125.99,52.12,18.52,25.39,78.42,7.67,78.32,cotton
102.11,42.82,15.54,25.16,79.94,5.67,77.82,cotton
114.63,38.23,24.19,24.11,79.27,6.68,63.65,cotton
106.95,55.53,18.82,24.02,74.89,6.18,79.57,cotton
123.78,58.46,23.36,23.77,81.18,6.73,90.41,cotton
131.49,48.56,20.5,25.44,81.45,7.76,58.55,cotton
124.61,44.28,24.39,25.55,80.08,7.74,88.37,cotton
120.74,62.95,19.92,23.79,82.16,6.71,75.64,cotton
134.09,47.62,15.76,24.37,78.26,7.38,80.22,cotton
134.71,53.17,22.73,23.33,82.01,7.98,69.84,cotton
138.0,44.07,17.87,24.3,81.79,7.4,67.79,cotton
124.35,43.22,16.28,23.07,78.12,7.19,83.64,cotton
105.27,49.7,17.06,24.63,78.44,6.32,81.0,cotton
114.13,45.53,14.45,24.95,82.05,6.9,63.54,cotton
132.09,43.34,18.87,26.31,78.24,7.31,79.22,cotton
123.9,49.26,20.94,24.27,79.87,7.73,65.16,cotton
130.21,52.64,21.75,25.12,79.77,5.87,74.46,cotton
110.09,42.93,16.89,23.52,78.51,5.59,80.25,cotton
140.0,51.29,19.49,23.95,78.95,6.95,74.72,cotton
111.59,58.02,16.28,24.72,79.75,7.95,77.56,cotton
116.4,45.95,20.1,22.86,78.08,5.92,68.08,cotton
120.94,49.38,15.05,23.86,81.41,6.81,70.25,cotton
115.88,44.12,18.41,24.17,85.77,6.49,72.61,cotton
119.48,43.2,22.75,21.63,78.67,7.35,72.79,cotton
111.79,50.25,22.27,24.21,78.0,7.15,71.98,cotton
127.45,56.77,13.49,24.11,75.66,8.24,71.49,cotton
127.46,47.28,17.99,23.08,83.96,7.43,89.58,cotton
120.55,49.3,19.33,23.71,77.4,6.95,69.08,cotton
124.42,48.56,20.72,25.68,79.91,7.32,90.39,cotton
133.07,54.71,19.23,24.23,76.7,7.17,77.06,cotton
120.23,53.92,16.98,25.63,82.25,6.86,73.88,cotton
124.81,57.01,20.25,24.14,80.05,7.88,72.23,cotton
119.7,56.65,20.37,25.14,77.72,6.79,86.13,cotton
113.24,46.55,20.64,23.01,78.97,6.96,75.35,cotton
132.8,57.13,17.86,24.11,81.69,7.73,80.39,cotton
122.91,51.67,21.68,23.07,80.48,7.7,73.44,cotton
121.29,45.98,14.22,24.02,80.75,6.62,66.34,cotton
111.19,52.28,24.93,25.38,76.64,7.37,70.03,cotton
114.18,44.61,21.77,24.96,79.75,6.86,78.48,cotton
125.68,54.85,16.79,24.02,77.33,6.87,73.3,cotton
119.53,42.5,16.28,21.91,79.67,6.66,69.93,cotton
133.23,42.13,23.54,25.62,75.12,6.95,72.0,cotton
90.88,38.47,21.94,26.02,82.26,7.08,74.84,cotton
136.83,60.93,18.53,22.0,74.75,7.63,74.65,cotton
121.83,36.31,18.12,23.7,80.52,6.68,67.22,cotton
112.15,55.05,20.61,24.61,77.75,5.28,71.08,cotton
111.33,49.68,28.21,24.7,86.84,7.21,70.28,cotton
123.48,58.63,24.57,23.42,80.63,6.11,81.19,cotton
135.53,47.75,18.33,24.36,81.04,6.94,76.34,cotton
118.26,53.72,21.84,23.02,77.47,6.76,80.53,cotton
121.48,43.48,20.65,23.67,82.2,7.08,72.64,cotton
122.32,55.72,18.58,24.4,79.82,7.13,70.09,cotton
121.1,54.42,17.66,22.67,76.77,6.26,79.46,cotton
105.94,45.64,21.55,24.42,79.04,7.01,75.8,cotton
77.76,46.18,45.59,25.11,86.8,6.53,173.94,jute
66.68,42.44,44.75,24.11,84.7,6.26,161.83,jute
76.59,47.1,42.31,24.84,75.94,6.65,171.01,jute
70.85,41.95,42.57,23.13,83.57,6.58,165.34,jute
87.4,56.78,42.79,24.88,81.58,6.1,168.48,jute
70.89,55.15,39.04,25.13,79.51,6.4,167.66,jute
92.94,42.65,40.31,23.91,76.32,6.68,165.21,jute
70.4,49.29,37.89,23.89,73.98,6.67,186.8,jute
95.07,42.96,45.38,23.75,81.56,6.45,164.11,jute
72.55,47.17,41.45,25.0,73.96,6.35,163.54,jute
78.89,46.19,37.62,24.7,85.98,6.52,169.58,jute
85.6,44.01,41.67,23.96,84.37,6.82,167.25,jute
74.11,44.29,43.43,23.55,75.0,6.5,174.8,jute
77.29,38.18,39.0,24.43,75.14,6.94,186.49,jute
79.22,48.94,34.6,24.18,81.27,6.55,165.78,jute
102.78,58.87,41.17,25.35,69.15,6.42,169.13,jute
77.64,44.44,33.62,24.79,79.54,7.26,165.15,jute
71.3,30.75,39.27,25.18,75.21,7.45,171.79,jute
81.47,38.98,40.72,23.02,80.1,6.95,191.99,jute
69.8,48.5,41.41,24.83,74.26,5.86,179.34,jute
78.48,43.96,41.91,24.47,72.55,6.02,160.89,jute
103.93,52.02,40.47,24.36,76.57,7.11,168.87,jute
85.77,45.32,44.85,25.06,82.17,6.5,188.23,jute
76.87,48.19,44.09,23.72,78.26,6.85,181.5,jute
75.49,60.54,36.76,25.59,82.06,7.37,155.15,jute
71.31,56.82,35.31,23.3,75.67,6.77,194.9,jute
78.15,43.7,40.78,24.85,79.15,6.64,150.56,jute
70.82,56.38,40.47,24.26,81.69,6.3,172.18,jute
81.38,44.74,40.25,24.36,72.25,6.76,158.4,jute
81.66,56.09,39.3,23.62,77.02,6.41,182.43,jute
78.52,58.19,42.91,24.39,80.18,6.56,175.42,jute
76.39,52.29,43.58,25.1,80.96,7.02,181.89,jute
68.61,58.13,44.51,24.32,76.11,6.91,181.89,jute
77.98,39.69,40.76,24.91,80.22,6.82,171.61,jute
89.94,47.91,38.84,24.36,70.95,6.64,183.61,jute
83.4,57.0,39.34,24.87,80.47,7.52,176.81,jute
69.56,52.8,44.66,24.26,80.65,7.13,187.71,jute
81.26,43.13,39.8,24.84,80.91,6.82,170.25,jute
85.55,52.88,40.95,23.87,76.82,7.03,157.71,jute
59.07,56.93,41.28,24.96,73.46,6.96,178.44,jute
64.16,56.4,40.4,24.2,76.08,5.99,182.42,jute
82.62,46.29,43.2,23.46,75.26,6.4,171.52,jute
80.67,50.19,39.13,23.84,83.82,7.54,176.79,jute
72.43,56.72,36.38,24.25,74.89,6.29,171.5,jute
71.36,47.58,40.07,24.03,76.11,6.62,185.12,jute
78.52,52.65,41.46,24.93,82.7,6.31,169.09,jute
97.63,45.89,32.96,24.35,78.01,5.78,191.67,jute
72.86,49.55,39.44,23.53,73.49,6.37,188.57,jute
78.52,44.24,37.66,25.4,82.99,7.11,181.16,jute
82.9,39.9,39.39,23.99,70.65,7.07,166.3,jute
91.96,53.01,41.39,24.96,75.19,7.35,175.54,jute
83.02,43.44,37.67,24.86,78.32,6.42,157.02,jute
67.3,54.98,38.47,24.25,82.94,6.31,165.91,jute
72.31,57.61,44.98,25.06,80.44,6.5,199.34,jute
82.68,52.83,39.74,24.3,83.74,6.89,193.14,jute
82.55,42.2,38.54,24.58,75.15,6.31,190.02,jute
74.55,48.36,40.74,24.06,82.94,6.31,178.27,jute
82.46,47.16,36.76,25.15,80.29,6.46,183.84,jute
83.75,39.5,37.87,25.35,78.66,6.5,164.27,jute
74.85,44.72,37.89,23.19,81.78,7.04,159.08,jute
81.36,41.86,39.35,24.24,75.9,7.4,169.5,jute
71.92,42.73,42.61,23.26,74.64,7.21,178.05,jute
81.92,60.83,40.62,23.97,76.44,6.3,190.7,jute
85.75,54.53,43.03,24.19,73.96,6.68,164.09,jute
81.65,54.58,39.58,24.61,77.15,6.98,166.65,jute
58.04,50.44,42.47,24.83,75.1,6.3,181.18,jute
81.41,46.71,44.56,23.79,84.16,6.71,152.06,jute
78.21,53.5,39.09,23.39,76.88,6.4,181.15,jute
87.73,40.9,38.24,25.07,74.28,6.32,160.27,jute
83.52,49.43,38.29,24.5,83.23,6.36,150.6,jute
84.55,46.81,38.22,24.99,80.65,5.93,166.84,jute
103.18,51.15,41.69,25.38,77.56,6.98,183.98,jute
85.39,45.49,40.43,24.06,77.55,6.29,165.12,jute
77.18,41.6,38.74,24.38,79.01,7.03,169.2,jute
93.35,53.37,41.26,24.62,78.7,7.12,190.29,jute
93.35,47.76,41.39,25.51,75.16,6.59,175.2,jute
89.0,53.22,39.42,23.37,78.42,6.38,156.38,jute
67.36,49.54,43.4,24.53,78.29,7.11,155.69,jute
85.2,47.43,41.42,24.14,74.43,6.75,195.61,jute
88.61,44.33,36.65,23.24,82.44,6.37,170.93,jute
93.21,37.41,43.73,24.31,73.19,6.61,165.97,jute
84.41,43.45,35.22,24.33,72.41,6.77,160.16,jute
75.12,48.64,39.47,24.69,80.05,6.29,174.2,jute
46.7,49.05,39.25,23.76,78.68,7.11,169.05,jute
70.55,48.53,36.66,24.0,82.08,6.72,151.51,jute
62.03,48.51,42.16,23.29,79.19,7.17,198.6,jute
83.31,50.67,34.67,26.07,75.34,6.37,171.81,jute
95.12,61.3,40.31,25.25,77.66,6.34,193.46,jute
73.78,57.1,43.25,24.96,84.36,7.48,172.81,jute
71.91,35.85,45.61,24.17,81.76,6.44,194.23,jute
73.0,40.05,39.48,24.1,79.74,6.68,182.85,jute
77.09,43.34,38.54,26.03,78.34,6.01,168.5,jute
80.97,59.03,42.57,23.81,86.57,6.69,190.58,jute
68.45,32.51,36.48,22.06,85.42,6.78,163.44,jute
84.53,48.68,41.55,25.41,76.41,6.39,185.35,jute
88.02,48.13,45.44,24.17,74.13,6.85,166.56,jute
84.96,42.29,39.0,25.92,75.98,6.42,189.63,jute
69.49,43.17,41.44,25.2,82.08,6.44,182.45,jute
75.34,43.71,43.01,24.09,78.54,6.75,161.62,jute
89.66,51.0,35.03,24.71,74.6,7.08,156.93,jute
96.44,26.81,30.14,26.45,52.41,7.1,168.66,coffee
113.6,29.37,29.97,23.89,57.18,7.08,186.94,coffee
93.8,10.91,29.47,25.14,58.75,6.76,176.12,coffee
109.9,27.23,25.5,25.07,71.52,6.71,165.32,coffee
103.59,27.08,24.04,25.2,59.81,6.98,158.51,coffee
83.53,27.15,27.99,23.98,55.83,6.76,184.25,coffee
104.83,28.16,31.18,25.63,63.48,5.87,159.86,coffee
89.55,30.81,29.63,25.54,52.47,6.91,170.83,coffee
105.57,20.93,28.07,25.78,56.53,6.73,111.58,coffee
95.12,33.98,31.1,25.71,69.93,5.9,140.17,coffee
95.99,29.29,32.19,24.42,64.99,6.48,183.25,coffee
89.67,24.38,28.77,26.82,57.39,6.59,168.27,coffee
105.45,29.43,30.53,24.98,58.25,6.61,162.8,coffee
98.53,25.1,26.21,26.33,60.91,6.9,157.5,coffee
82.62,23.21,29.5,26.43,49.65,6.61,168.42,coffee
93.39,25.37,28.43,24.59,57.96,6.39,172.03,coffee
92.65,20.49,34.42,26.7,50.69,6.37,162.65,coffee
103.24,17.55,32.9,26.53,62.41,7.01,167.11,coffee
104.49,32.79,32.75,24.45,63.17,6.4,168.21,coffee
104.77,18.08,29.7,25.83,57.82,6.69,174.63,coffee
99.69,26.12,33.46,26.09,61.0,6.31,171.76,coffee
103.3,31.42,30.12,23.23,51.5,6.82,145.38,coffee
104.37,25.57,29.58,25.38,55.67,6.6,145.08,coffee
96.28,23.38,29.43,26.65,59.35,6.91,190.18,coffee
108.55,27.67,30.82,26.58,60.45,6.9,170.55,coffee
96.4,29.48,30.23,25.37,57.62,6.65,178.67,coffee
108.89,26.77,31.5,27.09,59.25,6.27,185.15,coffee
94.7,21.55,25.51,26.21,51.89,6.37,170.0,coffee
107.22,21.74,29.66,24.41,57.26,6.68,146.84,coffee
97.56,17.68,32.83,26.14,63.96,6.99,139.96,coffee
96.42,15.53,37.85,25.31,65.19,6.23,178.67,coffee
118.58,24.7,27.47,25.33,48.87,6.59,174.95,coffee
99.64,23.58,31.32,26.26,51.7,6.63,209.26,coffee
86.65,24.57,34.85,26.88,57.43,6.66,157.46,coffee
92.52,24.63,29.3,25.64,56.26,6.22,156.62,coffee
117.15,25.41,29.17,26.44,59.21,7.16,157.42,coffee
107.0,21.23,31.26,25.84,59.72,6.45,143.94,coffee
102.82,28.14,29.68,25.86,59.81,6.63,153.24,coffee
100.18,38.49,30.78,26.31,62.19,6.52,185.0,coffee
97.09,30.28,29.16,24.3,61.83,6.27,168.88,coffee
88.06,23.4,26.42,29.03,51.73,6.6,181.8,coffee
110.36,29.26,29.21,27.19,64.57,6.66,162.61,coffee
96.96,20.45,33.09,27.14,55.58,6.55,154.45,coffee
99.67,25.32,32.37,24.57,55.77,6.97,147.67,coffee
87.37,22.57,29.17,27.44,64.62,6.94,174.92,coffee
109.46,21.56,29.5,24.26,58.95,6.81,160.36,coffee
113.11,19.29,31.25,23.94,60.47,6.82,152.94,coffee
105.51,20.2,25.84,26.2,68.72,6.3,183.47,coffee
100.43,18.32,27.17,25.52,57.98,6.21,121.5,coffee
